    v1     v2     v3     v4  Label
0.1372 -0.8007 0.0949 0.1883 3.0000
0.8393 -0.4903 0.6961 -0.0339 1.0000
0.7104 -0.1281 0.4861 0.9959 2.0000
0.0695 -0.5710 0.6887 0.8224 2.0000
-0.6026 -1.2455 0.2663 0.1445 3.0000
-0.0299 -0.9484 0.9186 0.0670 3.0000
0.9264 -0.8095 0.7433 -0.9054 1.0000
0.0506 -0.8275 0.2179 0.2428 1.0000
-0.6329 -1.4153 0.0288 -0.2151 3.0000
-0.9261 -1.8667 0.0111 -0.8814 1.0000
0.7880 -0.4334 0.2782 0.1702 1.0000
-0.6057 -1.6093 0.6771 -0.7098 1.0000
0.8677 -0.1429 0.2871 0.7472 2.0000
-0.7119 -1.5774 0.1283 -0.4901 1.0000
-0.0929 -0.6980 0.9954 0.7433 2.0000
-0.3233 -1.3571 0.9558 -0.4986 1.0000
-0.6691 -1.2551 0.0492 0.2122 3.0000
-0.0309 -0.6260 0.1188 0.8291 2.0000
-0.9618 -1.6092 0.9976 -0.2252 2.0000
-0.0811 -1.0238 0.5623 -0.0414 3.0000
0.0159 -1.2799 0.4084 -0.7775 1.0000
-0.9913 -1.5403 0.3931 -0.0226 2.0000
0.1691 -0.9326 0.7649 -0.1663 3.0000
-0.3453 -1.4873 0.1319 -0.7758 1.0000
0.6221 -0.7379 0.2508 -0.3227 1.0000
-0.6032 -1.1721 0.4289 0.3185 2.0000
0.5907 -0.5638 0.8180 0.1307 1.0000
-0.5482 -1.4397 0.5961 -0.3876 1.0000
-0.3293 -1.3237 0.7904 -0.4115 3.0000
-0.2088 -1.0878 0.3291 -0.0188 3.0000
-0.3599 -1.1983 0.3628 -0.0742 3.0000
0.2785 -1.1705 0.3194 -0.8764 1.0000
-0.5951 -1.1092 0.3839 0.4558 2.0000
-0.1049 -0.8611 0.1916 0.3749 2.0000
-0.0399 -0.7975 0.2284 0.4367 2.0000
0.6032 -0.3805 0.2298 0.5463 2.0000
0.2375 -0.4909 0.2617 0.7829 2.0000
-0.3146 -1.0339 0.9207 0.2522 3.0000
-0.4162 -1.4598 0.3119 -0.6146 3.0000
-0.3456 -0.9129 0.5229 0.5798 3.0000
-0.6354 -1.2651 0.3687 0.1428 1.0000
-0.7292 -1.6810 0.6821 -0.7111 1.0000
-0.3979 -1.2603 0.8557 -0.1687 3.0000
-0.8718 -1.4563 0.8466 0.0131 1.0000
-0.5607 -1.4874 0.5343 -0.4832 1.0000
0.0317 -0.6149 0.3751 0.7700 2.0000
-0.7412 -1.1433 0.4283 0.5741 2.0000
0.7685 -0.7181 0.9473 -0.4751 1.0000
-0.7077 -1.3959 0.4155 -0.0675 2.0000
0.2533 -0.7751 0.9014 0.0910 1.0000
0.6220 -0.9846 0.5078 -0.9047 1.0000
-0.4750 -1.4662 0.3714 -0.5496 1.0000
-0.6433 -1.1911 0.3308 0.3281 2.0000
-0.9444 -1.8470 0.8963 -0.8099 1.0000
0.1688 -0.4895 0.6007 0.8797 2.0000
0.3820 -0.5700 0.2441 0.3999 1.0000
-0.2054 -1.3200 0.1661 -0.5711 1.0000
0.4389 -0.6188 0.7104 0.2072 1.0000
0.0084 -0.7615 0.4338 0.4559 3.0000
0.8470 -0.1242 0.0953 0.8196 2.0000
-0.1962 -1.3265 0.3234 -0.5992 1.0000
0.4298 -1.0592 0.1818 -0.8195 1.0000
-0.7914 -1.2513 0.3197 0.3874 2.0000
0.8376 -0.2075 0.8923 0.6357 1.0000
-0.2722 -0.8745 0.5838 0.5706 3.0000
0.2304 -1.0952 0.3218 -0.6333 1.0000
-0.7890 -1.4352 0.2842 -0.0498 3.0000
0.8070 -0.8161 0.1498 -0.7587 1.0000
0.4653 -0.5160 0.0654 0.4139 2.0000
0.3217 -1.1272 0.2919 -0.8328 1.0000
0.5225 -0.3632 0.4810 0.6967 2.0000
-0.5215 -1.2930 0.5502 -0.0779 3.0000
0.7114 -0.5279 0.5850 0.0512 1.0000
0.5486 -0.3639 0.3339 0.6595 2.0000
-0.2387 -1.4581 0.4568 -0.8517 1.0000
-0.2848 -1.2648 0.8574 -0.3331 1.0000
0.5528 -0.5319 0.7989 0.2575 1.0000
-0.6525 -1.2763 0.7384 0.1396 1.0000
-0.0261 -1.1598 0.0032 -0.4371 1.0000
-0.4061 -1.2850 0.6097 -0.2159 3.0000
-0.4127 -1.4304 0.3011 -0.5500 1.0000
0.8621 -0.2558 0.1598 0.4886 2.0000
0.8308 -0.4278 0.4435 0.1252 1.0000
0.7037 -0.9652 0.8274 -0.9701 1.0000
-0.3473 -0.8766 0.5814 0.6678 2.0000
-0.4991 -1.4467 0.1217 -0.4709 1.0000
0.0114 -0.8777 0.8915 0.1775 2.0000
0.0738 -1.2260 0.7909 -0.7292 1.0000
0.0577 -1.0509 0.1450 -0.2941 3.0000
0.0477 -1.1069 0.2351 -0.4125 1.0000
-0.5375 -1.0827 0.1614 0.4402 2.0000
-0.4782 -1.2559 0.1139 -0.0491 3.0000
-0.4741 -1.3243 0.9156 -0.2160 3.0000
0.6485 -0.4006 0.8872 0.4372 1.0000
0.2228 -0.5503 0.2252 0.6628 2.0000
-0.8867 -1.1783 0.9970 0.6893 2.0000
0.6235 -0.7043 0.2349 -0.2454 1.0000
-0.4150 -0.8299 0.5440 0.8700 2.0000
-0.3553 -1.4675 0.5718 -0.7153 1.0000
0.0232 -1.3323 0.1025 -0.9111 1.0000
-0.1682 -1.3540 0.5684 -0.7020 1.0000
-0.7570 -1.6221 0.9325 -0.5342 1.0000
0.9030 -0.6984 0.4882 -0.6115 1.0000
-0.7892 -1.6534 0.8386 -0.5642 1.0000
-0.8811 -1.7798 0.0996 -0.7375 1.0000
-0.3993 -1.1219 0.2692 0.1596 3.0000
0.8420 -0.2108 0.8551 0.6221 2.0000
0.1874 -0.7866 0.7258 0.1532 1.0000
-0.7161 -1.2703 0.9937 0.2402 2.0000
-0.1929 -1.0228 0.0003 0.1130 3.0000
-0.7481 -1.3702 0.0939 0.0481 2.0000
-0.3714 -1.2371 0.2313 -0.1500 3.0000
-0.1321 -0.9153 0.1296 0.2840 3.0000
-0.8983 -1.5470 0.9070 -0.1649 2.0000
-0.1740 -0.8379 0.3643 0.5235 3.0000
-0.4344 -1.1518 0.2495 0.1369 3.0000
-0.0693 -1.2774 0.8345 -0.6558 1.0000
-0.7468 -0.9664 0.4266 0.9990 2.0000
0.1695 -1.0208 0.1670 -0.3749 1.0000
-0.3289 -1.4588 0.7733 -0.7308 1.0000
-0.9167 -1.7962 0.7824 -0.7278 1.0000
0.3540 -0.8203 0.1305 -0.1526 1.0000
-0.1995 -1.1265 0.8810 -0.1227 3.0000
-0.8362 -1.1020 0.0699 0.8006 2.0000
0.6445 -0.4447 0.4441 0.3385 1.0000
-0.7303 -1.3307 0.2788 0.1170 2.0000
0.2746 -1.0419 0.5821 -0.5678 1.0000
0.6908 -0.3242 0.0903 0.5600 2.0000
-0.9251 -1.8892 0.4566 -0.9360 1.0000
-0.7412 -1.6137 0.3777 -0.5359 1.0000
-0.7278 -1.4039 0.4362 -0.0590 3.0000
0.7924 -0.6052 0.7445 -0.2410 1.0000
-0.8751 -1.1850 0.4587 0.6577 2.0000
0.0527 -0.7296 0.8539 0.4707 2.0000
0.7153 -0.9087 0.5519 -0.8525 1.0000
-0.2671 -1.1256 0.1363 -0.0286 3.0000
0.9633 -0.6314 0.3403 -0.5352 1.0000
-0.4497 -1.1799 0.4015 0.0914 3.0000
-0.1380 -1.0798 0.1962 -0.0961 3.0000
-0.0746 -1.1716 0.6685 -0.3989 1.0000
0.5955 -0.3909 0.0579 0.5323 1.0000
-0.7962 -1.7928 0.3792 -0.8837 1.0000
0.6998 -0.8570 0.0404 -0.7093 1.0000
-0.9082 -1.0888 0.8720 0.9297 2.0000
0.2837 -0.5290 0.3735 0.6302 2.0000
0.5938 -0.5972 0.2113 0.0476 1.0000
-0.4524 -1.3558 0.4528 -0.3198 1.0000
-0.1969 -1.1339 0.9082 -0.1438 3.0000
-0.0674 -1.1353 0.5473 -0.3231 3.0000
0.1408 -0.8160 0.0820 0.1473 1.0000
0.7142 -0.3483 0.1718 0.4712 1.0000
-0.9858 -1.7660 0.8313 -0.5626 1.0000
-0.5631 -1.3151 0.0829 -0.0733 3.0000
0.2471 -0.6758 0.2634 0.3337 2.0000
0.9317 -0.1906 0.0024 0.5477 2.0000
-0.0579 -1.2308 0.3331 -0.5613 1.0000
0.9498 -0.1168 0.3757 0.6972 1.0000
-0.1283 -0.7697 0.3437 0.6225 2.0000
-0.5517 -1.4722 0.9249 -0.4595 1.0000
-0.6392 -1.3622 0.4055 -0.0809 1.0000
-0.2318 -0.9930 0.3405 0.2362 3.0000
0.5942 -0.9663 0.9318 -0.8236 1.0000
0.6266 -0.9729 0.9963 -0.8834 1.0000
-0.4780 -1.4277 0.9438 -0.4549 1.0000
-0.8894 -1.2812 0.0720 0.4501 3.0000
-0.6138 -1.3834 0.8587 -0.1656 3.0000
0.6355 -0.5014 0.2186 0.2171 1.0000
0.7069 -0.3401 0.8368 0.5006 1.0000
0.1862 -1.0731 0.1377 -0.5211 1.0000
0.0217 -0.6767 0.4476 0.6379 2.0000
-0.2795 -1.1169 0.6134 0.0087 3.0000
0.3157 -0.8689 0.7492 -0.2153 1.0000
-0.7461 -1.7385 0.2523 -0.8236 1.0000
0.3407 -0.5512 0.1579 0.5003 1.0000
-0.2391 -1.1575 0.6598 -0.1419 3.0000
-0.5081 -0.9451 0.0329 0.7248 2.0000
-0.0519 -0.8601 0.8527 0.3052 3.0000
-0.3801 -1.2057 0.6765 -0.0639 3.0000
-0.9012 -1.8651 0.5400 -0.9115 1.0000
-0.3381 -1.3346 0.5296 -0.4252 3.0000
0.9862 -0.0844 0.7063 0.7241 1.0000
-0.4057 -1.2516 0.5711 -0.1375 3.0000
-0.3865 -1.1202 0.9197 0.1463 3.0000
-0.0161 -1.3222 0.5981 -0.8339 1.0000
0.3970 -0.3728 0.5618 0.8446 2.0000
0.8287 -0.6436 0.1905 -0.3812 1.0000
0.9994 -0.6697 0.4139 -0.6748 1.0000
-0.2724 -1.1021 0.8404 0.0339 3.0000
0.9992 -0.4646 0.6768 -0.1906 1.0000
-0.2197 -0.7436 0.0314 0.8081 2.0000
-0.6396 -1.2634 0.9360 0.1527 2.0000
0.0272 -0.5581 0.1849 0.9102 2.0000
0.5451 -0.3766 0.7741 0.6343 2.0000
0.2071 -1.0062 0.0270 -0.3916 1.0000
-0.4772 -1.5266 0.0650 -0.6892 1.0000
-0.0420 -0.8997 0.1761 0.1984 1.0000
-0.6652 -0.9232 0.5322 0.9900 2.0000
0.5687 -0.5301 0.1197 0.2401 1.0000
0.8104 -0.1133 0.6275 0.8950 2.0000
0.3679 -0.5825 0.4257 0.3895 2.0000
-0.0116 -0.9079 0.6090 0.1376 3.0000
-0.5914 -1.1004 0.2106 0.4717 3.0000
-0.7596 -1.2589 0.1210 0.3263 3.0000
0.4732 -0.3707 0.5739 0.7462 2.0000
-0.1868 -1.2197 0.4332 -0.3597 3.0000
-0.4089 -1.0352 0.5271 0.3772 2.0000
0.0568 -0.9359 0.5434 -0.0214 3.0000
0.5830 -0.6893 0.9175 -0.1550 1.0000
0.0276 -0.7796 0.6559 0.3872 1.0000
-0.0005 -1.3210 0.6460 -0.8522 1.0000
-0.6018 -1.3653 0.3464 -0.1391 1.0000
0.3377 -0.4204 0.6980 0.8129 2.0000
-0.6302 -0.9384 0.5875 0.9066 2.0000
-0.1232 -0.9231 0.1108 0.2536 2.0000
-0.1434 -1.1213 0.3820 -0.1867 3.0000
0.1895 -0.7657 0.4402 0.1997 3.0000
-0.1485 -1.0309 0.1834 0.0334 3.0000
-0.5149 -1.0172 0.8904 0.5639 2.0000
-0.3718 -1.1616 0.9079 0.0286 3.0000
0.8946 -0.4753 0.4908 -0.0735 1.0000
0.6408 -0.3869 0.6876 0.4799 1.0000
-0.9405 -1.8388 0.3213 -0.7958 1.0000
0.8070 -0.5914 0.6893 -0.2286 1.0000
-0.3736 -1.5312 0.1519 -0.8408 1.0000
0.0281 -0.7819 0.3143 0.3809 1.0000
0.0796 -0.7210 0.6500 0.4547 1.0000
0.8325 -0.6623 0.9034 -0.4304 1.0000
0.4437 -0.7665 0.3947 -0.1477 1.0000
0.1144 -0.6859 0.6400 0.4902 2.0000
0.8409 -0.0821 0.2777 0.9272 2.0000
0.3334 -0.5565 0.5182 0.4976 1.0000
-0.4900 -1.4224 0.7243 -0.4261 3.0000
-0.4822 -1.2719 0.7317 -0.0815 3.0000
-0.6901 -1.2638 0.7037 0.2203 2.0000
0.5827 -0.6918 0.4175 -0.1606 1.0000
0.9116 -0.0669 0.2220 0.8669 2.0000
0.4401 -0.9188 0.2637 -0.5021 1.0000
-0.3694 -1.4424 0.7800 -0.6371 1.0000
-0.9766 -1.6238 0.9872 -0.2396 2.0000
-0.6052 -1.4886 0.9652 -0.4256 1.0000
0.9042 -0.7712 0.5998 -0.7849 1.0000
-0.2182 -0.9519 0.1366 0.3147 2.0000
-0.1618 -1.2242 0.5328 -0.4045 3.0000
-0.7198 -1.3627 0.1155 0.0272 3.0000
-0.2264 -1.2331 0.5091 -0.3377 1.0000
0.3849 -0.6847 0.1681 0.1252 1.0000
0.9643 -0.6727 0.9368 -0.6343 1.0000
0.7343 -0.7838 0.3642 -0.5835 1.0000
-0.1295 -0.9874 0.7619 0.1105 3.0000
-0.5453 -1.6539 0.9075 -0.8970 1.0000
0.0051 -1.0068 0.2200 -0.1184 3.0000
-0.9185 -1.3721 0.7490 0.2752 2.0000
0.8624 -0.0706 0.4466 0.9249 2.0000
-0.1232 -0.7823 0.3406 0.5857 2.0000
-0.4970 -1.2897 0.9021 -0.1035 3.0000
-0.6871 -1.1613 0.5860 0.4579 2.0000
0.7351 -0.1562 0.4260 0.8962 2.0000
0.6799 -0.8014 0.9524 -0.5513 1.0000
0.4004 -0.4399 0.8759 0.6817 2.0000
0.5532 -0.7087 0.2632 -0.1602 1.0000
-0.1703 -1.0157 0.4463 0.0990 3.0000
0.3652 -0.3302 0.0356 0.9885 2.0000
-0.5202 -1.2200 0.7624 0.0926 3.0000
-0.7114 -1.5961 0.4215 -0.5347 1.0000
0.4381 -0.5110 0.5295 0.4628 2.0000
-0.5207 -1.6348 0.1246 -0.8853 1.0000
-0.8270 -1.5103 0.8318 -0.1752 1.0000
-0.8140 -1.6203 0.2247 -0.4525 3.0000
-0.6866 -1.4203 0.1616 -0.1538 3.0000
0.3533 -0.5452 0.8112 0.4974 1.0000
0.0699 -0.8123 0.2347 0.2524 2.0000
-0.9190 -1.5922 0.5597 -0.2434 1.0000
0.8932 -0.6936 0.0504 -0.5869 1.0000
0.8215 -0.7586 0.9473 -0.6427 1.0000
-0.1756 -1.0121 0.2860 0.1147 3.0000
0.2167 -0.8387 0.8694 -0.0096 1.0000
-0.5866 -1.5331 0.5560 -0.5559 1.0000
0.9859 -0.7427 0.0086 -0.8286 1.0000
0.2232 -1.0608 0.1704 -0.5424 1.0000
-0.5571 -1.3061 0.7513 -0.0604 3.0000
-0.3508 -1.0746 0.2198 0.2053 3.0000
0.9492 -0.4797 0.0235 -0.1583 1.0000
0.0529 -1.0182 0.6446 -0.2104 3.0000
-0.5825 -1.6628 0.3036 -0.8673 1.0000
-0.2454 -0.8940 0.5719 0.4884 3.0000
-0.2732 -0.7049 0.5006 0.9723 2.0000
-0.8548 -1.8343 0.7065 -0.9018 1.0000
-0.0451 -1.3444 0.2641 -0.8466 1.0000
0.1662 -0.4403 0.2760 0.9992 2.0000
0.1419 -0.6902 0.0154 0.4426 1.0000
-0.2759 -1.4212 0.5295 -0.7143 1.0000
0.0481 -0.9093 0.5115 0.0531 1.0000
0.8985 -0.3130 0.0185 0.3040 1.0000
-0.7314 -1.1449 0.8211 0.5570 2.0000
-0.6018 -1.3749 0.5344 -0.1618 1.0000
-0.5585 -1.1172 0.5597 0.3874 3.0000
-0.7219 -1.3195 0.3077 0.1321 3.0000
0.9065 -0.5636 0.6909 -0.2981 1.0000
-0.4159 -1.2274 0.9338 -0.0665 3.0000
0.0053 -0.6893 0.3363 0.6304 2.0000
0.5298 -0.4331 0.8342 0.5219 2.0000
-0.3719 -1.5740 0.5616 -0.9443 1.0000
-0.0027 -0.6574 0.2139 0.7167 2.0000
-0.4549 -1.2808 0.7588 -0.1396 3.0000
-0.9074 -1.3513 0.7926 0.3093 3.0000
-0.1232 -0.7449 0.6515 0.6739 2.0000
-0.8117 -1.0684 0.0437 0.8468 2.0000
-0.7098 -1.2715 0.1633 0.2290 2.0000
-0.1572 -0.6510 0.0567 0.9416 2.0000
0.3207 -0.4680 0.4742 0.7240 2.0000
-0.1440 -1.2180 0.3440 -0.4140 1.0000
-0.0796 -0.7962 0.9434 0.4936 2.0000
-0.8281 -1.4400 0.7517 -0.0079 2.0000
-0.4319 -0.8565 0.7991 0.8302 2.0000
0.2906 -0.9703 0.8982 -0.4204 1.0000
-0.1722 -1.2252 0.5861 -0.3929 3.0000
-0.0100 -1.3419 0.0893 -0.8884 1.0000
-0.5896 -1.4473 0.4480 -0.3493 3.0000
0.5034 -0.7441 0.3901 -0.1760 3.0000
-0.9038 -1.1672 0.9813 0.7387 2.0000
-0.0550 -0.9810 0.3970 0.0242 3.0000
-0.8471 -1.6737 0.1748 -0.5333 1.0000
-0.9500 -1.1131 0.0026 0.9293 2.0000
-0.8013 -1.0523 0.3159 0.8707 2.0000
-0.3550 -1.3960 0.9585 -0.5472 3.0000
0.7462 -0.3421 0.6595 0.4423 1.0000
0.3494 -0.5864 0.1133 0.4054 2.0000
0.7301 -0.3354 0.6713 0.4800 1.0000
0.6841 -0.3385 0.5082 0.5352 2.0000
-0.9027 -1.1883 0.3696 0.6875 2.0000
0.8776 -0.7883 0.3926 -0.7889 1.0000
0.6270 -0.8540 0.5717 -0.6033 1.0000
-0.1902 -0.9927 0.3121 0.1805 3.0000
-0.6401 -1.4447 0.8979 -0.2745 1.0000
0.8439 -0.7888 0.9974 -0.7443 1.0000
-0.8028 -1.2390 0.2308 0.4320 2.0000
-0.6385 -1.0973 0.3221 0.5429 2.0000
-0.0953 -0.7548 0.5416 0.6128 2.0000
-0.7371 -1.0132 0.2514 0.8756 2.0000
0.1871 -0.6554 0.1458 0.4633 2.0000
-0.1519 -0.9071 0.7529 0.3303 1.0000
0.9451 -0.7510 0.7382 -0.7928 1.0000
0.5830 -0.2805 0.6496 0.8096 2.0000
-0.2272 -1.0878 0.5384 0.0062 3.0000
-0.5137 -1.3437 0.2480 -0.2080 1.0000
0.8329 -0.6853 0.6615 -0.4852 1.0000
-0.6831 -1.0759 0.1733 0.6540 2.0000
-0.0241 -0.9291 0.6465 0.1047 1.0000
-0.7690 -1.0741 0.8224 0.7751 2.0000
0.3300 -0.5071 0.7572 0.6189 2.0000
-0.0287 -1.0170 0.4334 -0.0966 1.0000
-0.2094 -0.7722 0.6846 0.7267 2.0000
-0.6180 -1.7068 0.1534 -0.9231 1.0000
-0.7995 -1.5709 0.1510 -0.3556 3.0000
-0.1183 -0.8443 0.1047 0.4328 3.0000
-0.6380 -1.1276 0.5060 0.4709 2.0000
-0.3761 -1.0971 0.5672 0.1868 3.0000
-0.2335 -1.2687 0.8959 -0.4121 1.0000
0.0673 -0.6389 0.8068 0.6650 2.0000
-0.4561 -1.3701 0.5468 -0.3487 3.0000
0.4786 -0.3586 0.5620 0.7672 2.0000
-0.1881 -0.7453 0.0775 0.7612 2.0000
-0.4363 -1.1956 0.6713 0.0362 3.0000
-0.2930 -1.2033 0.1428 -0.1769 3.0000
0.2182 -0.6208 0.1312 0.5026 1.0000
0.0337 -1.1530 0.3395 -0.5023 1.0000
-0.3996 -0.9669 0.8880 0.5258 2.0000
0.5356 -0.3387 0.0338 0.7367 2.0000
